,Tanggal Tweet,Tweet Text,Jumlah Retweet,Jumlah Likes,Username,Language,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
10,2022-05-29 21:56:42+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/bLyinG5P5A @CPAC @FedSoc @OANN @CNN @FoxNews @BreitbartNews",0,1,hekasia,en,peter kalmu speci autopilot make right decis http bli,53,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
11,2022-05-29 17:58:51+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’: https://t.co/0wZ9LRqlyo",0,0,SergioOsvaldo96,en,peter kalmu speci autopilot make right decis http lrqlyo,56,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
12,2022-05-29 17:17:31+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’.
The Nasa data scientist explains why inaction on the climate crisis pushed him to chain himself to an LA bank – &amp; why trusting in the ‘people in charge’ is so dangerous..
https://t.co/Jk9Ks4dbLT",0,1,Space4wildlife,en,peter kalmu speci autopilot make right decis nasa data scientist explain inact climat crisi push chain himself bank trust peopl charg danger http dblt,150,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.118, 'neu': 0.767, 'pos': 0.115, 'compound': -0.0258}",-0.0258,Neutral
13,2022-05-29 15:17:48+00:00,"""All that #degrowth really is, is a switch in the goal of the economic system. We need to change the goal from the accumulation of capital to the flourishing of all people &amp; all life on this planet, because our economic system is embedded in the biosphere""
https://t.co/MXR4brCRTS",4,21,m_kanerva,en,that #degrowth realli switch goal econom system need chang goal from accumul capit flourish peopl life thi planet becaus econom system embed biospher http brcrt,160,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
14,2022-05-29 14:43:41+00:00,"@radixchen @muellundstreit Der film trifft den Nagel so gnadenlos auf den kopf. Wenn sich Klimaschützer auf die Straße hocken, sind sie die bösen, weil individuen mal für ne halbe Stunde von der Lohnarbeit abgehalten werden. 
https://t.co/ghPqcBkaXG die szene könnte rr so im film sein",0,1,Simoonpeeter,de,film trifft nagel gnadenlo kopf wenn sich klimasch tzer stra hocken sind weil individuen halb stund lohnarbeit abgehalten werden http ghpqcbkaxg szene nnte film sein,165,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
15,2022-05-29 09:22:23+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’.
The Nasa data scientist explains why inaction on the climate crisis pushed him to chain himself to an LA bank – &amp; why trusting in the ‘people in charge’ is so dangerous..
https://t.co/O1PD0djMvO",0,1,thenorfolkcoast,en,peter kalmu speci autopilot make right decis nasa data scientist explain inact climat crisi push chain himself bank trust peopl charg danger http djmvo,151,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.118, 'neu': 0.767, 'pos': 0.115, 'compound': -0.0258}",-0.0258,Neutral
16,2022-05-29 02:01:04+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/DzkUUZ3esS",0,0,matomatsu924,en,peter kalmu speci autopilot make right decis http dzkuuz,56,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
17,2022-05-28 21:51:13+00:00,@MashwaniAzhar Actual sound is from PTI Liberty Chowk protest 25/05 - I was part of this; 😀  https://t.co/IOjfLnCKPb,81,151,PTI_Scientist,en,actual sound from liberti chowk protest part thi http iojflnckpb,64,"Sentiment(polarity=0.2, subjectivity=0.25)","{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
18,2022-05-28 21:38:10+00:00,"'I used to take vacations in the High Sierra, to kind of recharge through nature, but it doesn’t work any more. ... It’s just too painful for me now. When I’m in the mountains, I’m constantly feeling climate grief.' — Peter Kalmus, climate scientist
https://t.co/KKGxnyZuWi",2,6,BirdingClimate,en,use take vacat high sierra kind recharg through natur doesn work more just pain when mountain constantli feel climat grief peter kalmu climat scientist http kkgxnyzuwi,167,"Sentiment(polarity=0.11499999999999999, subjectivity=0.535)","{'neg': 0.204, 'neu': 0.693, 'pos': 0.102, 'compound': -0.5233}",-0.5233,Negative
19,2022-05-28 21:32:00+00:00,“I’m here because scientists are not being listened to … we are going to lose everything and we are not joking.” https://t.co/k66xqkMyDP,1,2,transitionbux,en,here becaus scientist be listen go lose everyth joke http xqkmydp,65,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.194, 'neu': 0.647, 'pos': 0.158, 'compound': -0.128}",-0.128,Negative
20,2022-05-28 19:49:08+00:00,https://t.co/1l47FBKBry,1,1,SMcCSid,und,http fbkbri,11,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
21,2022-05-28 17:31:19+00:00,"'Three-quarters of global heating is caused by burning fossil fuels. Everything else we talk about – planting trees, carbon captures, carbon offsets – is just rearranging deckchairs' Peter Kalmus: ‘As a species, we’re on autopilot' #ClimateEmergency https://t.co/lbTTH349HM",0,0,plastic1use,en,three quarter global heat caus burn fossil fuel everyth els talk about plant tree carbon captur carbon offset just rearrang deckchair peter kalmu speci autopilot #climateemerg http lbtth,186,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
22,2022-05-28 16:30:14+00:00,brilliant interview - https://t.co/SknVkwmJla,0,1,claracarbajo,en,brilliant interview http sknvkwmjla,35,"Sentiment(polarity=0.9, subjectivity=1.0)","{'neg': 0.0, 'neu': 0.441, 'pos': 0.559, 'compound': 0.5859}",0.5859,Positive
23,2022-05-28 15:00:01+00:00,"Dive into marine #conservation &amp; design protest signs with #marine scientist, Mckenzie Margarethe.

TODAY May 28🐟🦀🐳🦈
10:00 - 11 AM PDT #Online

Explore corporate responsibility &amp; the effects of #greenhouse gases on our #oceans/#climate

Register:https://t.co/tgFjF2sLb5 #STEM",2,2,ScienceWorldTR,en,dive into marin #conserv design protest sign with #marin scientist mckenzi margareth today #onlin explor corpor respons effect #greenhous gase #ocean #climat regist http tgfjf #stem,181,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
24,2022-05-28 06:28:01+00:00,"'The fossil fuel industry has deeply penetrated politics and even the Cop process itself. It will do everything it can to throw a monkey wrench in the works and to delay action.' @ClimateHuman
https://t.co/8zchx8DqcF",3,6,sethpiper,en,fossil fuel industri deepli penetr polit even process itself will everyth throw monkey wrench work delay action http zchx dqcf,126,"Sentiment(polarity=0.025, subjectivity=0.05)","{'neg': 0.108, 'neu': 0.892, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
25,2022-05-28 05:22:14+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/1CBejNVgzf #ClimateCrisis",0,1,IsleAlliance,en,peter kalmu speci autopilot make right decis http cbejnvgzf #climatecrisi,73,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
26,2022-05-28 04:15:03+00:00,"No one is talking about it, let’s spread awareness !!

read it here:
https://t.co/dB8tKUUr6f
https://t.co/BP28rBZU2p
https://t.co/6u0Aqkqn8u

#ClimateCrisis #scientistprotest #ScientistRebellion #LetTheEarthBreath #scientists",2,1,ohjiuu,en,talk about spread awar read here http tkuur http rbzu http aqkqn #climatecrisi #scientistprotest #scientistrebellion #lettheearthbreath #scientist,146,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
27,2022-05-28 04:08:09+00:00,"Hello instead of fighting over a fucking Nickname, can we focus on ACTUAL problems? PETITIONS FOR THE SCIENTIST PROTEST

https://t.co/vOfazhvi0b

https://t.co/puV5MGMX3e

https://t.co/0qZCBlT0yS
#ClimateChangeAwarenes
#ClimateActionNow
#scientistprotest
#LetTheEarthBreath",3,2,ohjiuu,en,hello instead fight over fuck nicknam focu actual problem petit scientist protest http vofazhvi http mgmx http qzcblt #climatechangeawaren #climateactionnow #scientistprotest #lettheearthbreath,193,"Sentiment(polarity=-0.2, subjectivity=0.35)","{'neg': 0.375, 'neu': 0.625, 'pos': 0.0, 'compound': -0.8689}",-0.8689,Negative
28,2022-05-28 03:15:28+00:00,"“The #fossilfuel industry has deeply penetrated politics and even the COP process itself. It will do everything it can to throw a monkey wrench in the works and to delay action. It’s up to the leaders of the world to stand up to that” - @ClimateHuman
https://t.co/j8DZ4Q0ACg",4,7,LetsgetitdoneAg,en,#fossilfuel industri deepli penetr polit even process itself will everyth throw monkey wrench work delay action leader world stand that http,140,"Sentiment(polarity=0.025, subjectivity=0.05)","{'neg': 0.103, 'neu': 0.897, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negative
29,2022-05-28 02:46:00+00:00,"Dive into marine #conservation &amp; design protest signs with #marine scientist, Mckenzie Margarethe.

Sat, May 28🐟🦀🐳🦈🐠
10:00 - 11 AM PDT #Online

Explore corporate responsibility &amp; the effects of #greenhouse gases on our #oceans/#climate

Register:https://t.co/tgFjF2sLb5 #STEM",0,0,ScienceWorldTR,en,dive into marin #conserv design protest sign with #marin scientist mckenzi margareth #onlin explor corpor respons effect #greenhous gase #ocean #climat regist http tgfjf #stem,175,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
30,2022-05-28 00:22:48+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/WR3iBdt6q3",1,2,SlaterDorie,en,peter kalmu speci autopilot make right decis http ibdt,54,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
31,2022-05-27 23:29:16+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/ifcF0p2HoH",15,20,bgkmsc,en,peter kalmu speci autopilot make right decis http ifcf,54,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
32,2022-05-27 22:38:11+00:00,"Pakistan: Nuclear scientist accuses Imran Khan govt of Talibanising education, forcing burqa upon women, TV host wears hijab in protest https://t.co/gqlb4FRVbQ via @opindia_com #امپورٹڈ_حکومت_نامنظور",0,0,KarlElias13,en,pakistan nuclear scientist accus imran khan govt talibanis educ forc burqa upon women host wear hijab protest http gqlb frvbq,125,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
33,2022-05-27 19:50:09+00:00,"@anik1968 @brayden_akers @PierrePoilievre Anik you do know that it wasn't just truckers at that protest right? there were doctors, nurses, hcw's, Sikk Indians truck drivers, Aboriginal's, Muslims, Gay people, farmers, scientist's, black people, formers cops, RCMP's, Vets and so on real racist bunch here on this list",0,1,DefazioIvano,en,anik know that wasn just trucker that protest right there were doctor nurs sikk indian truck driver aborigin muslim peopl farmer scientist black peopl former cop rcmp vet real racist bunch here thi list,202,"Sentiment(polarity=0.07976190476190476, subjectivity=0.31726190476190474)","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.7184}",-0.7184,Negative
34,2022-05-27 17:24:53+00:00,"@Whiplash_Net Na mesma linha Symphony X e Haken, falando de prog em geral: Opeth, Tank you scientist, Periphery, Protest the hero, the mars volta emeshuggah",0,16,RayhCM,en,mesma linha symphoni haken falando prog geral opeth tank scientist peripheri protest hero mar volta emeshuggah,110,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.102, 'neu': 0.714, 'pos': 0.184, 'compound': 0.3818}",0.3818,Positive
35,2022-05-27 15:41:55+00:00,https://t.co/ellkeJfK5R,0,0,Marek33374288,und,http ellkejfk,13,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
36,2022-05-27 15:21:00+00:00,"@BillGates you’re no scientist! So zip it and just go away. 

https://t.co/tLWTJmTXqS",0,0,hifive230,en,scientist just away http tlwtjmtxq,34,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
37,2022-05-27 11:56:04+00:00,"@frayedgrape like for example, scientist protesting about climate change they doesn't really have an influence but they are in place to do that, many people listen because this are scientist who knows about the issue! more people protest, many people listen!",0,0,junnboy_,en,like exampl scientist protest about climat chang they doesn realli have influenc they place that mani peopl listen becaus thi scientist know about issu more peopl protest mani peopl listen,188,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.127, 'neu': 0.799, 'pos': 0.074, 'compound': -0.197}",-0.197,Negative
38,2022-05-27 05:54:32+00:00,"politicians live in a ""bread for today, catastrophe for ever"" mode - shame on us, #westerner &amp; #westernised humans, who're such fearsome tribes - we'll all regret big time! 
https://t.co/93x1Nc00uS
#climateemergency

by @ClimateHuman",1,1,DanielGCabrero,en,politician live bread today catastroph ever mode shame #western #westernis human such fearsom tribe regret time http #climateemerg,130,"Sentiment(polarity=0.03409090909090909, subjectivity=0.275)","{'neg': 0.269, 'neu': 0.731, 'pos': 0.0, 'compound': -0.7096}",-0.7096,Negative
39,2022-05-26 23:34:17+00:00,I hate to say it - this is our reality! Not being in constant state of climate anxiety is denial! Even masses of people uniting and scientist being jailed in protest the powers of greed have determined we are expendable! I pray for Divine Intervention &amp; a Humanitarian Awakening! https://t.co/qSw8aNzkRo,1,1,DesalvoGloria,en,hate thi realiti be constant state climat anxieti denial even mass peopl unit scientist be jail protest power greed have determin expend pray divin intervent humanitarian awaken http anzkro,189,"Sentiment(polarity=-0.3, subjectivity=0.41111111111111115)","{'neg': 0.235, 'neu': 0.7, 'pos': 0.064, 'compound': -0.7269}",-0.7269,Negative
40,2022-05-26 23:27:57+00:00,"The Albert Einstein Institute [AEI] [which has no direct connection with the scientist of that name] was founded by Gene Sharp, a U.S. academic specializing in street protest strategies and regime change. 

In 1993, he published the book From Dictatorship to Democracy. https://t.co/EmHVxeV9Ko https://t.co/wI1rjY5V70",1,2,justcurious1313,en,albert einstein institut which direct connect with scientist that name found gene sharp academ special street protest strategi regim chang publish book from dictatorship democraci http emhvxev http,197,"Sentiment(polarity=0.11071428571428572, subjectivity=0.5738095238095238)","{'neg': 0.065, 'neu': 0.847, 'pos': 0.088, 'compound': 0.1779}",0.1779,Positive
41,2022-05-26 22:28:09+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’ https://t.co/AVYi4vzIF2",0,0,DebsF319,en,peter kalmu speci autopilot make right decis http avyi vzif,59,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
42,2022-05-26 19:59:26+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/fXe4IIz84x",0,0,Venator21,en,peter kalmu speci autopilot make right decis http,49,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
43,2022-05-26 16:40:08+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/mMHcfTnvuS",0,0,busybee_75,en,peter kalmu speci autopilot make right decis http mmhcftnvu,59,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
44,2022-05-26 15:57:03+00:00,"CON LOS COMPAS DE XR (EXTINCTION REBELLION) INCONDICIONALMENTE. ES HORA DE LEVANTARNOS Y DETENER AL SISTEMA INDUSTRIAL GLOBAL, QUE AMENAZA DE MUERTE A TODOS LOS SERES VIVOS:
Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/sbUd5mqiST",1,0,EnmanuelGoldma1,es,compa extinct rebellion incondicionalment hora levantarno deten sistema industri global amenaza muert todo sere vivo peter kalmu speci autopilot make right decis http sbud mqist,177,"Sentiment(polarity=-0.038095238095238106, subjectivity=0.37857142857142856)","{'neg': 0.059, 'neu': 0.941, 'pos': 0.0, 'compound': -0.128}",-0.128,Negative
45,2022-05-26 15:25:58+00:00,"🚩 Calls herself ""Dr"", but is not a medical doctor (is a PhD in philosophy).
🚩Says she is a ""real"" scientist. 

""The lady doth protest too much, methinks""

Her arguments are cherrypicks, which is not real science at all. https://t.co/ZigzdgS6df",0,0,bartholomewtali,en,call herself medic doctor philosophi say real scientist ladi doth protest much methink argument cherrypick which real scienc http zigzdg,136,"Sentiment(polarity=0.20000000000000004, subjectivity=0.26666666666666666)","{'neg': 0.2, 'neu': 0.8, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
46,2022-05-26 14:23:12+00:00,@xenze5 @ahsanhawan @PTI_Scientist @InsafPK Hum protest karny gaye thay na k Capital main bloodshed k liye,0,0,SalmancErr,ht,protest karni gay thay capit main bloodsh liy,45,"Sentiment(polarity=0.2916666666666667, subjectivity=0.45833333333333337)","{'neg': 0.222, 'neu': 0.778, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
47,2022-05-26 14:04:31+00:00,"'The leaders of the world are squandering a historic opportunity to make that transition to renewables.'
https://t.co/YT8EZ1Bcp0",0,0,alxfsl,en,leader world squander histor opportun make that transit renew http,66,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
48,2022-05-26 12:43:49+00:00,"“….. come out of this madness of billionaires, and fossil fuel, and money in politics.”
Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/2pfWv1ZJIg",0,0,gay_griffiths,en,come thi mad billionair fossil fuel money polit peter kalmu speci autopilot make right decis http pfwv zjig,107,"Sentiment(polarity=-0.16964285714285715, subjectivity=0.7678571428571428)","{'neg': 0.158, 'neu': 0.842, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
49,2022-05-26 11:33:28+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/shbKzeHvXj",1,1,stuber_corinne,en,peter kalmu speci autopilot make right decis http shbkzehvxj,60,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
50,2022-05-26 11:32:40+00:00,"Peter Kalmus: ‘As a species, we’re on autopilot, not making the right decisions’  https://t.co/DQ3cEYEKXS",0,0,cloudspin11,en,peter kalmu speci autopilot make right decis http ceyekx,56,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
51,2022-05-26 11:12:57+00:00,"@PTI_Scientist @InsafPK اوورسیز پاکستانیوں کوووٹ ڈالنے کے حق سے محروم رکھنے اور الیکٹرانک ووٹنگ قانون ختم کرنے کے بعد شہباز حکومت نیب کے پر کترنے میں بھی کامیاب۔۔ عجلت میں نیب ترمیمی بل منظور
Is py protest hony chahay  aj sham plz officially  announce  karain isy",0,2,Mudassi50058754,ur,protest honi chahay sham offici announc karain,46,"Sentiment(polarity=-0.2, subjectivity=0.3)","{'neg': 0.25, 'neu': 0.75, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
52,2022-05-26 10:14:17+00:00,"""Isn't our whole life in the USSR a continuous compromise and a bargain with conscience?...How would we protest? That would be considered treason!"" - Vladimir Tchernavin, Soviet scientist turned GULAG prisoner who managed to flee and reach UK in 1930s https://t.co/0xC8tqQs5q",2,6,RusHeritageUK,en,whole life ussr continu compromis bargain with conscienc would protest that would consid treason vladimir tchernavin soviet scientist turn gulag prison manag flee reach http tqq,177,"Sentiment(polarity=0.2, subjectivity=0.4)","{'neg': 0.255, 'neu': 0.654, 'pos': 0.09, 'compound': -0.743}",-0.743,Negative
53,2022-05-26 02:26:05+00:00,"Deeply honored to meet the brilliant climate scientist Peter Kalmus (
@climatehuman
) in LA. Peter works at NASA, is the author of ""Being the Change"", and was arrested recently after chaining himself to Chase Bank to protest the financing of fossil fuels. 

An inspiration to all.",0,0,SandraH14482635,en,deepli honor meet brilliant climat scientist peter kalmu peter work nasa author be chang arrest recent after chain himself chase bank protest financ fossil fuel inspir,167,"Sentiment(polarity=0.2833333333333333, subjectivity=0.4166666666666667)","{'neg': 0.132, 'neu': 0.659, 'pos': 0.21, 'compound': 0.5574}",0.5574,Positive
54,2022-05-25 20:36:40+00:00,"Awesome interview climate activist Peter Kalmus @ClimateHuman, who locked himself to a JP Morgan Chase Bank in protest of their financing for fossil fuel projects https://t.co/vyK0KTPm4n",23,40,XRBoston,en,awesom interview climat activist peter kalmu lock himself morgan chase bank protest their financ fossil fuel project http ktpm,126,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.1, 'neu': 0.9, 'pos': 0.0, 'compound': -0.25}",-0.25,Negative
55,2022-05-25 19:20:54+00:00,"Deeply honored to meet the brilliant climate scientist Peter Kalmus (@climatehuman) in LA. Peter works at NASA, is the author of ""Being the Change"", and was arrested recently after chaining himself to Chase Bank to protest the financing of fossil fuels. 

An inspiration to all. https://t.co/sG28qsdU5P",265,1843,SDonziger,en,deepli honor meet brilliant climat scientist peter kalmu peter work nasa author be chang arrest recent after chain himself chase bank protest financ fossil fuel inspir http qsdu,177,"Sentiment(polarity=0.2833333333333333, subjectivity=0.4166666666666667)","{'neg': 0.124, 'neu': 0.678, 'pos': 0.198, 'compound': 0.5574}",0.5574,Positive
