,Tanggal Tweet,Tweet Text,Jumlah Retweet,Jumlah Likes,Username,Language,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
14,2022-05-31 00:02:05+00:00,"@sfgoldrush Can you share your channel URL so we could take a closer look into this? Also, we suggest deleting the tweet b/c your email is considered as sensitive info.",0,0,TeamYouTube,en,share your channel could take closer look into thi also suggest delet tweet your email consid sensit info,105,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.296}",0.296,Positive
15,2022-05-30 23:49:17+00:00,"@Gtooowavyy Phone so dry I be switching apps every 5 min, scrolling through my photos and deleting email notifications 😂",2,32,coronacelina16,en,phone switch app everi scroll through photo delet email notif,61,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
16,2022-05-30 23:48:46+00:00,"The secret to never paying a credit card off is simply deleting the app, and unsubscribing from the email….out of sight out of mind! For more financial tips like this, like and subscribe.",0,2,LComedyCardS,en,secret never pay credit card simpli delet unsubscrib from email sight mind more financi tip like thi like subscrib,114,"Sentiment(polarity=0.04999999999999999, subjectivity=0.6)","{'neg': 0.092, 'neu': 0.632, 'pos': 0.276, 'compound': 0.5229}",0.5229,Positive
17,2022-05-30 22:56:11+00:00,"@noksy_k Wish I'd seen this earlier we had loadshedding 6-10pm, struggled to connect n just sent the email just after midnight.  I've been deleting those MS Viva notifications thinking it was spam🤦🏽‍♀️",0,1,xplawbug,en,wish seen thi earlier loadshed struggl connect just sent email just after midnight been delet those viva notif think spam,121,"Sentiment(polarity=0.0, subjectivity=0.5)","{'neg': 0.108, 'neu': 0.776, 'pos': 0.116, 'compound': 0.0516}",0.0516,Positive
18,2022-05-30 22:04:01+00:00,"WHY IS THE GRPD CHANGING DELETING AND ADDING TO THE GRPD INCIDENT PAGE, IS THIS THE KIND OF ""TRANSPARENCY THE CHIEF OF POLICE WANTS FOR THE DEPARTMENT, AND IS THIS THE TRANSPARENCY THE CITIZENS OF GRAND RAPIDS DESERVE?
Chief Eric Winstrom
616-456-3364
(NO EMAIL LISTED)",0,0,GRapidsnews,en,grpd chang delet ad grpd incid page thi kind transpar chief polic want depart thi transpar citizen grand rapid deserv chief eric winstrom email list,148,"Sentiment(polarity=0.55, subjectivity=0.95)","{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.7717}",0.7717,Positive
19,2022-05-30 21:44:55+00:00,"Also, just when you think you've completed the arduous task of unsubscribing from a mail list and deleting all related mails, the said ID send you ANOTHER EMAIL telling you that you've successfully unsubscribed 🙃",0,21,itnamatsharma,en,also just when think complet arduou task unsubscrib from mail list delet relat mail said send anoth email tell that success unsubscrib,134,"Sentiment(polarity=0.3, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5719}",0.5719,Positive
20,2022-05-30 21:06:39+00:00,"@lindseythughes You’re quite right lovely, officially deleting the email invitation! xx",0,1,ESsWords,en,quit right love offici delet email invit,40,"Sentiment(polarity=0.39285714285714285, subjectivity=0.5678571428571428)","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.6369}",0.6369,Positive
21,2022-05-30 19:47:10+00:00,"@raoajeetsingh24 Does your email have a channel attached to it? Provide us the URL + more details on what happened so that we can help. Also, we recommend deleting this tweet since you shared some personal info.",0,0,TeamYouTube,en,doe your email have channel attach provid more detail what happen that help also recommend delet thi tweet sinc share some person info,134,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.7506}",0.7506,Positive
22,2022-05-30 19:36:00+00:00,"@Joanna__Hardy This is amazing. But…what about responding to the pass agg email, signing off with ‘kind regards’ and then, after a dramatic pause, deleting ‘kind.’",0,51,lexi_law1,en,thi amaz what about respond pass email sign with kind regard then after dramat paus delet kind,94,"Sentiment(polarity=0.6, subjectivity=0.9)","{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.7783}",0.7783,Positive
23,2022-05-30 17:28:34+00:00,"I totally understand the logic of the “don’t want to receive fathers/Mother’s Day emails?” but surely having to open that email &amp; click unsubscribe, especially the first year, is worse than just bulk deleting? Maybe it’s just me 🤷‍♀️",0,0,united_by_fate,en,total understand logic want receiv father mother email sure have open that email click unsubscrib especi first year wors than just bulk delet mayb just,151,"Sentiment(polarity=0.1875, subjectivity=0.6180555555555556)","{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.4336}",0.4336,Positive
24,2022-05-30 17:19:09+00:00,"@Joseph__Bronson Hi there, you may wish to reach our colleagues through submitting an enquiry here https://t.co/hxwPH9I4jB for our colleagues to see how best to assist. We also strongly suggest deleting this tweet as it contains your email address to prevent others from misusing it. Thank you.",0,0,SingaporeAir,en,there wish reach colleagu through submit enquiri here http hxwph colleagu best assist also strongli suggest delet thi tweet contain your email address prevent other from misus thank,181,"Sentiment(polarity=0.4375, subjectivity=0.3375)","{'neg': 0.0, 'neu': 0.665, 'pos': 0.335, 'compound': 0.8625}",0.8625,Positive
25,2022-05-30 17:15:49+00:00,@MakadiaHarsh My gmail is 99% full and there is no way I can delete all of the promotion emails or newsletter at once. Deleting by clicking each email is pain. There should be a feature in gmail to get rid of the older email by clicking one button.,0,0,Bethonach1,en,gmail full there delet promot email newslett onc delet click each email pain there should featur gmail older email click button,127,"Sentiment(polarity=0.2583333333333333, subjectivity=0.44166666666666665)","{'neg': 0.142, 'neu': 0.858, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Negative
26,2022-05-30 17:14:03+00:00,"After three and a half years of marriage I'm finally flying to Europe today for my twice-delayed honeymoon. I'm deleting all my social media and email apps for the next two weeks. If you need me, no you don't. If you think I miss you, no I don't. Bye!!!!",0,97,BryanRolli,en,after three half year marriag final fli europ today twice delay honeymoon delet social media email app next week need think miss,128,"Sentiment(polarity=-0.03333333333333333, subjectivity=0.30833333333333335)","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.4404}",-0.4404,Negative
27,2022-05-30 16:34:24+00:00,"@gabrielvaldivia I think it’s pretty reasonable. I could imagine trying out the app, not liking it, deleting, and forgetting to change the settings back to email. If you don’t want any email notifications, you can still turn those off.",0,8,MatthewKnipfer,en,think pretti reason could imagin tri like delet forget chang set back email want email notif still turn those,109,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.088, 'neu': 0.737, 'pos': 0.175, 'compound': 0.2263}",0.2263,Positive
28,2022-05-30 16:33:27+00:00,Deleting ig has me checking my email every 10 minutes now lmaooo #igwithdrawals,0,0,Krazeisi,en,delet check email everi minut lmaooo #igwithdraw,48,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
29,2022-05-30 16:15:43+00:00,@MaryBushard @inksonyou @S230ReplyBoy @Crystal_Resists @RepSwalwell You are being way too gullible here. A person with a stolen identity wouldn’t be quickly deleting profiles/posts the second they’ve been outed. Not to mention people here have personally emailed the guy from the email on his LinkedIn and got angry/unhinged responses.,0,2,treybor__,en,be gullibl here person with stolen ident wouldn quickli delet profil post second they been out mention peopl here have person email from email linkedin angri unhing respons,172,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negative
30,2022-05-30 15:59:25+00:00,"@omnicrummy Absolutely. Back it up on computer then wipe. If you used same email you can probably wipe it from computer,or at least the things connected to your email if you already traded it without deleting personal info. Phone company usually transfers and deletes.. a matter of trust.",0,3,BlodGlipn,en,absolut back comput then wipe use same email probabl wipe from comput least thing connect your email alreadi trade without delet person info phone compani usual transfer delet matter trust,188,"Sentiment(polarity=-0.1375, subjectivity=0.19375)","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5267}",0.5267,Positive
31,2022-05-30 15:45:39+00:00,@FanSince09 You know some assistant isn't deleting that email,0,1,TonyWords,en,know some assist delet that email,33,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
32,2022-05-30 15:35:41+00:00,"I recently adopt an unhealthy coping mechanism of deleting chat when I feel devastated with the person.

It's weird. Coz i was a person who had always value my conversations with close people to the extent I keep a back up in my email.

But I do feel better when I deleted it 👤",0,10,meowning7,en,recent adopt unhealthi cope mechan delet chat when feel devast with person weird person alway valu convers with close peopl extent keep back email feel better when delet,169,"Sentiment(polarity=0.0, subjectivity=0.4375)","{'neg': 0.054, 'neu': 0.799, 'pos': 0.147, 'compound': 0.4404}",0.4404,Positive
33,2022-05-30 15:01:40+00:00,"@IOM0bserver @IOMGovernment How many emails in the IOM Government are considered to be ""short term value""?  

Who decides?

What's to stop them deleting every email they send and not minuting meetings?

At the end of the day, if it's not there, ""some not held"" will appear in the FOI. https://t.co/DPdLP08CHN",0,1,DeficitIom,en,mani email govern consid short term valu decid what stop them delet everi email they send minut meet there some held will appear http dpdlp,139,"Sentiment(polarity=0.0, subjectivity=0.3)","{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.296}",-0.296,Negative
34,2022-05-30 14:32:38+00:00,"A year after deleting my outlook email by mistake, I finally have a twitter account again😃 I'm not even sure if this is my third or fourth account",0,0,Ryann_ZH,en,year after delet outlook email mistak final have twitter account again even sure thi third fourth account,105,"Sentiment(polarity=0.125, subjectivity=0.4722222222222222)","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,Positive
35,2022-05-30 12:16:00+00:00,"@zebraboka Hi Jessica, you need to tag @SeatfrogHelp or email help@seatfrog.com and they can look into this for you. Hope it's worked for you in the meantime, sometimes deleting the app and reinstalling it can fix a glitch. ^LL",0,1,Seatfrog,en,jessica need email help they look into thi hope work meantim sometim delet reinstal glitch,90,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.699, 'pos': 0.301, 'compound': 0.6808}",0.6808,Positive
36,2022-05-30 08:42:35+00:00,"@AkashMaiyar @YouTubeCreators @YouTube Sorry to hear this – mind following us (@TeamYouTube) so we can DM you the next steps? Also, we recommend deleting your tweet w/ your email for your privacy &amp; safety.",0,0,TeamYouTube,en,sorri hear thi mind follow next step also recommend delet your tweet your email your privaci safeti,99,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}",0.3612,Positive
37,2022-05-30 06:20:45+00:00,@SoFiSupport you guys are an absolute joke scam or just mental credit denial with a 798 score not just that but literally stating that on your corny adverse action email and absolutely no logical reason for the denial yea guess who’s deleting SoFi and his SoFi account immediately,0,0,JGBayG1,en,guy absolut joke scam just mental credit denial with score just that liter state that your corni advers action email absolut logic reason denial guess delet sofi sofi account immedi,181,"Sentiment(polarity=0.0, subjectivity=0.15000000000000002)","{'neg': 0.104, 'neu': 0.761, 'pos': 0.135, 'compound': 0.0258}",0.0258,Neutral
38,2022-05-30 02:49:35+00:00,Deleting Cloned RichText components shows unnecessary propertyPanel with errorMessage in Email Builder https://t.co/iWZwXJZpN2,0,0,JasonRoberts850,en,delet clone richtext compon show unnecessari propertypanel with errormessag email builder http iwzwxjzpn,104,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
39,2022-05-30 02:37:31+00:00,"@anilsutharindia You should've received an email w/ more details abt the suspension of your channel &amp; how to resolve it. This article also covers acct terminations: https://t.co/ttfebnw1gg. Btw, for security reasons, we recommend deleting your tweet as it contains your personal info.",0,0,TeamYouTube,en,should receiv email more detail suspens your channel resolv thi articl also cover acct termin http ttfebnw secur reason recommend delet your tweet contain your person info,171,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.3612}",0.3612,Positive
40,2022-05-30 02:34:33+00:00,@thrillophilia @AaryaMohokar You sent me an email asking me to delete my tweet. You didn't mention about the amount of refund &amp; compensation. Am not deleting my tweets coz people need to know my experience with you. Yes I want my refund &amp; compensation,0,0,spradhan1210,en,sent email ask delet tweet didn mention about amount refund compens delet tweet peopl need know experi with want refund compens,127,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.0772}",0.0772,Positive
41,2022-05-30 02:06:05+00:00,"@StateThrooper @thedailybeast Twitter Support has been pissing the shit out of me, like the same time Elon was losing his shit so was I deleting my content and wanting to delete my whole Twitter account. So have been letting them have it, my opinions to their email and publicy.",0,1,SarahShevon,en,twitter support been piss shit like same time elon lose shit delet content want delet whole twitter account have been let them have opinion their email publici,159,"Sentiment(polarity=-0.05, subjectivity=0.53125)","{'neg': 0.322, 'neu': 0.512, 'pos': 0.166, 'compound': -0.7964}",-0.7964,Negative
42,2022-05-30 01:21:32+00:00,"y’all be deleting tweets, whole time twitter already done sent me a 4k copy of the tweet to my email",0,6,smithsleaze,en,delet tweet whole time twitter alreadi done sent copi tweet email,65,"Sentiment(polarity=0.2, subjectivity=0.4)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
43,2022-05-30 01:12:06+00:00,@TeamYouTube But I was deleting another channel when there was another email select on confirm email which had to be deleted and replaced by another.,0,0,RealMrzubi,en,delet anoth channel when there anoth email select confirm email which delet replac anoth,88,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
44,2022-05-30 00:20:13+00:00,"@mgdhermes Hmm, our system might still be processing your account's deletion. You can try waiting for 24-48 hours and creating a channel again. Keep us posted.

Also, we recommend deleting your tweet with your email since it's personal info.",0,0,TeamYouTube,en,system might still process your account delet wait hour creat channel again keep post also recommend delet your tweet with your email sinc person info,150,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.3612}",0.3612,Positive
45,2022-05-29 22:34:17+00:00,@DasFinMoon they didn't realize that I'm anal enough to eye-scan every email before deleting it,0,0,DarvasTrading,en,they didn realiz that anal enough scan everi email befor delet,62,"Sentiment(polarity=0.0, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
46,2022-05-29 22:14:02+00:00,"@majovar Hey there! We recommend deleting this tweet containing your email address for security reasons. That said, please note that subscribers can request customer service support by accessing the “Help” section of the Uber Eats app. We hope this helps!",0,0,hulu_support,en,there recommend delet thi tweet contain your email address secur reason that said pleas note that subscrib request custom servic support access help section uber eat hope thi help,179,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.635, 'pos': 0.365, 'compound': 0.9149}",0.9149,Positive
47,2022-05-29 17:34:49+00:00,"@ArmyBathinda We've shared the next steps over DM, so check that out. We also recommend deleting your tweet with your email address. Sorry abt that!",0,0,TeamYouTube,en,share next step over check that also recommend delet your tweet with your email address sorri that,98,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.5719}",0.5719,Positive
48,2022-05-29 17:31:57+00:00,i be deleting the “Sent from iPhone” from my email to make it more formal,0,2,luhbIix,en,delet sent from iphon from email make more formal,49,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
49,2022-05-29 16:19:16+00:00,"Would figure they'd customize the ""come back"" email based on the account's viewing history (which they hold off deleting for months, in case one re-signs up).",1,1,diversetechgeek,en,would figur they custom come back email base account view histori which they hold delet month case sign,103,"Sentiment(polarity=-0.4, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
50,2022-05-29 14:20:55+00:00,"Shitting tears, digging grave, tearing poop, eating glass, triggering crocodile, shoving finger in the oven, blocking ppl, deleting email, bawling out, regretting life choices, preparing a hang , jumping off the bridge now",1,0,FeelJaesahi,en,shit tear dig grave tear poop eat glass trigger crocodil shove finger oven block delet email bawl regret life choic prepar hang jump bridg,138,"Sentiment(polarity=-0.2, subjectivity=0.8)","{'neg': 0.373, 'neu': 0.627, 'pos': 0.0, 'compound': -0.8979}",-0.8979,Negative
51,2022-05-29 12:40:24+00:00,"@Manborn1978 Hi there, we'd like to look into this for you. We would recommend deleting your tweets to protect the privacy of your personal details. If you could please send us a DM with your email address, we'll follow up from there as soon as possible. Thank you. https://t.co/WCQEFGIlXC",0,1,AirbnbHelp,en,there like look into thi would recommend delet your tweet protect privaci your person detail could pleas send with your email address follow from there soon possibl thank http wcqefgilxc,186,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.72, 'pos': 0.28, 'compound': 0.8442}",0.8442,Positive
52,2022-05-29 12:21:08+00:00,"@ShilindeK (2/2) Btw, we noticed that your email address was captured when you sent the screenshots to help us w/ your concern. We recommend deleting your tweet since this we consider this as private info.",0,0,TeamYouTube,en,notic that your email address captur when sent screenshot help your concern recommend delet your tweet sinc thi consid thi privat info,134,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6369}",0.6369,Positive
53,2022-05-29 12:14:00+00:00,"@abbhinavvv Hey there! We'd recommend deleting your tweet since it shows your username/display name which is best not shared publicly. Can you DM us that screenshot, along with your account's email address instead? We'll check things backstage. https://t.co/ldFdZRiNAt",0,0,SpotifyCares,en,there recommend delet your tweet sinc show your usernam display name which best share publicli that screenshot along with your account email address instead check thing backstag http ldfdzrinat,193,"Sentiment(polarity=1.0, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.836}",0.836,Positive
54,2022-05-29 12:00:10+00:00,Deleting email trend didnt last a week,0,0,xalfredoxG,en,delet email trend didnt last week,33,"Sentiment(polarity=0.0, subjectivity=0.06666666666666667)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
55,2022-05-29 08:54:08+00:00,"Most Email Lists suck, not because they don't provide value or content... But because their content is boring. 

Infotainment is key

I find myself subscribing to Email Lists for research purposes and end up deleting their Emails unread cause they're too boring to read",1,7,KriegerDavid_,en,most email list suck becaus they provid valu content becaus their content bore infotain find myself subscrib email list research purpos delet their email unread caus they bore read,180,"Sentiment(polarity=0.3, subjectivity=0.45)","{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.7322}",-0.7322,Negative
56,2022-05-29 05:18:24+00:00,@MandyMathEd I don't think they're making it a priority or their IT dept leaves a lot to be desired. You may just want to ask how it's going bc you feel bad deleting them as soon as they arrive since email programs notice that &amp; eventually penalize senders. That gentle reminder might help.,0,0,MsNomadica,en,think they make prioriti their dept leav desir just want go feel delet them soon they arriv sinc email program notic that eventu penal sender that gentl remind might help,170,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.875, 'pos': 0.125, 'compound': 0.4588}",0.4588,Positive
57,2022-05-29 00:18:13+00:00,"@purplemonkeyemy Yeah I need to remind myself that. I periodically remember and stop using it around the kids, and then go back to the habit. I've considered deleting a bunch of apps and making my phone super basic. Like just text, email maybe.",0,1,SparkandFlame,en,yeah need remind myself that period rememb stop use around kid then back habit consid delet bunch app make phone super basic like just text email mayb,150,"Sentiment(polarity=0.1111111111111111, subjectivity=0.2638888888888889)","{'neg': 0.065, 'neu': 0.68, 'pos': 0.254, 'compound': 0.7506}",0.7506,Positive
58,2022-05-28 23:38:38+00:00,@jbergold @enrichinglivez Yep. That’s why they always push you to “click decline”. A while ago I decided that just deleting the email was more useful than writing pages of feedback that would go into the garbage.,0,0,InFROPHell,en,that they alway push click declin while decid that just delet email more use than write page feedback that would into garbag,124,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
59,2022-05-28 23:20:53+00:00,"@GIsmajl If you're having issues remembering your login, you can reset your password here: https://t.co/95MLSFJwM7. These tips should also help with the process: https://t.co/HkydTyj58z. Btw, we recommend deleting your tweet, as it contains personal info (your email).",0,0,TeamYouTube,en,have issu rememb your login reset your password here http mlsfjwm these tip should also help with process http hkydtyj recommend delet your tweet contain person info your email,176,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.6369}",0.6369,Positive
60,2022-05-28 21:57:59+00:00,I wonder who was delegated to the job of deleting all that email? https://t.co/V4vsYnXmqR,0,0,alex_penyfai,en,wonder deleg delet that email http vsynxmqr,43,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
61,2022-05-28 19:48:00+00:00,I may be the owner of a strip and mall @southdekalbmall red Lavish Boutique 👛 📬📍 they keep deleting my email redlavishboutiquellc@yahoo.com,0,0,CourtneySheree4,en,owner strip mall lavish boutiqu they keep delet email redlavishboutiquellc,74,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
