,Tanggal Tweet,Tweet Text,Jumlah Retweet,Jumlah Likes,Username,Language,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
10,2022-05-31 13:24:43+00:00,A visual explainer on how kids get exposed to more air pollution despite being smaller than adults https://t.co/KZu0apva5T,1,1,_cingraham,en,visual explain kid expos more pollut despit be smaller than adult http apva,75,"Sentiment(polarity=0.15, subjectivity=0.325)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
11,2022-05-31 13:24:00+00:00,"Exposure to #airpollution linked to severe covid outcomes

https://t.co/DFp3Y7mvOA",0,0,BREATHE_safe,en,exposur #airpollut link sever covid outcom http mvoa,52,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
12,2022-05-31 13:22:41+00:00,@CAQM Permission given to industries located in NCR except Delhi to use bio-mass as fuel (instead of PNG) needs to be withdrawn forthwith as air pollution index hovered around 300+ a week ago.,0,0,anurag1960,en,permiss given industri locat except delhi mass fuel instead need withdrawn forthwith pollut index hover around week,115,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
13,2022-05-31 13:20:03+00:00,"The US DoE is counting on needing robust Carbon Dioxide Removal (CDR) technology at the scale of 1,000,000,000 tons per year by 2050. 

In 2020, the US had territorial emissions of 4,981,300,000 tons, roughly where it was in 1993 https://t.co/pKGNQVDbbU",0,0,schofeld,en,count need robust carbon dioxid remov technolog scale ton year territori emiss ton roughli where http pkgnqvdbbu,112,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.34}",0.34,Positive
14,2022-05-31 13:19:16+00:00,"Discussion | 9 in 10 cities breathe dirty air. Air pollution claims at least 7 million lives each year. The WHO says the poorest communities are most affected. Now, cities are across the world have signed the C40 Clean Air Cities Declaration.  https://t.co/SIt0LBk6Q3",0,0,MRCza,en,discuss citi breath dirti pollut claim least million live each year say poorest commun most affect citi across world have sign clean citi declar http,149,"Sentiment(polarity=0.17575757575757578, subjectivity=0.525)","{'neg': 0.12, 'neu': 0.788, 'pos': 0.092, 'compound': -0.2023}",-0.2023,Negative
15,2022-05-31 13:18:21+00:00,Hi! @imeemateomd @GlynnaCabrera #pccp2022 #WorldNoTobaccoDay2022 and members of the Council on Tobacco and Air Pollution,0,0,earlouismd,en,#pccp #worldnotobaccoday member council tobacco pollut,54,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
16,2022-05-31 13:18:19+00:00,"@TheCleftonTwain “Air pollution concentrations within the region may become unhealthy for sensitive groups” which it details as “children…people suffering from asthma…hart disease or other lung diseases…or the elderly.”

Good to know that by their standards no one can call me sensitive anymore",0,1,magisternihil,en,pollut concentr within region becom unhealthi sensit group which detail children peopl suffer from asthma hart diseas other lung diseas elderli good know that their standard call sensit anymor,192,"Sentiment(polarity=0.19166666666666665, subjectivity=0.325)","{'neg': 0.105, 'neu': 0.808, 'pos': 0.087, 'compound': -0.1531}",-0.1531,Negative
17,2022-05-31 13:18:09+00:00,High temp + air pollution = Bad,0,2,toronai22,en,high temp pollut,16,"Sentiment(polarity=0.16, subjectivity=0.5399999999999999)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
18,2022-05-31 13:15:49+00:00,"It's #WorldNoTobaccoDay! 🚭

#TobaccoExposed: the tobacco industry is poisoning our planet, causing: 
♦️ deforestation
♦️ air pollution
♦️ water waste
♦️ littered beaches &amp; much more damage

#NoTobacco = a healthier world &amp; healthier people https://t.co/Kl3UiyvRwt",4,4,UNArmenia,en,#worldnotobaccoday #tobaccoexpos tobacco industri poison planet caus deforest pollut water wast litter beach much more damag #notobacco healthier world healthier peopl http uiyvrwt,180,"Sentiment(polarity=0.5, subjectivity=0.5)","{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.5423}",-0.5423,Negative
19,2022-05-31 13:15:32+00:00,"We have a new article out, air pollution associated with in-hospital death from stroke.
https://t.co/xJ4x4BIEoA",0,0,SEMcMillin,en,have articl pollut associ with hospit death from stroke http bieoa,66,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.281, 'neu': 0.719, 'pos': 0.0, 'compound': -0.5994}",-0.5994,Negative
20,2022-05-31 13:15:04+00:00,"Long before public health officials knew COVID was airborne, aerosol scientists sounded the alarm. How they knew, fought to be heard, and push for improvements could lead to a revolution in our indoor air quality.

Story by @richardsima.

https://t.co/IXtabLhcNx",1,2,AGU_Eos,en,long befor public health offici knew covid airborn aerosol scientist sound alarm they knew fought heard push improv could lead revolut indoor qualiti stori http ixtablhcnx,171,"Sentiment(polarity=0.11666666666666668, subjectivity=0.2888888888888889)","{'neg': 0.164, 'neu': 0.836, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Negative
21,2022-05-31 13:15:02+00:00,Slightly Dirty Air near Wandsworth - Lavender Hill (Pollution Low : 2),0,0,breathinglondon,en,slightli dirti near wandsworth lavend hill pollut,49,"Sentiment(polarity=0.1, subjectivity=0.4)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
22,2022-05-31 13:09:41+00:00,Air pollution slows economic growth harms poor most report https://t.co/3K64GXufqN,0,0,riv39525750,en,pollut slow econom growth harm poor most report http gxufqn,59,"Sentiment(polarity=-0.0666666666666667, subjectivity=0.5)","{'neg': 0.407, 'neu': 0.432, 'pos': 0.16, 'compound': -0.6124}",-0.6124,Negative
23,2022-05-31 13:09:05+00:00,"Air pollution can travel a long distance away from its original source, polluting the environment and our lungs along the way. 🌎 
Do you know what the main causes of air pollution are? 

#Poll #AirPollution #AirQuality #Pollution #ClimateChange #PlanetWatch",3,10,PlanetWatchsas,en,pollut travel long distanc away from origin sourc pollut environ lung along know what main caus pollut #poll #airpollut #airqual #pollut #climatechang #planetwatch,163,"Sentiment(polarity=0.05833333333333333, subjectivity=0.3666666666666667)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
24,2022-05-31 13:08:33+00:00,Cities aim to reduce car use in bid to eradicate air pollution https://t.co/ur6mc8QCVX https://t.co/4MT21chiAR,0,0,envytechblog,en,citi reduc erad pollut http qcvx http chiar,43,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
25,2022-05-31 13:06:20+00:00,"@JoshuaPotash @davinaduerr Before coronavirus, there was already an invisible threat to Londoners' health. Air pollution contributes to as many as 9,400 early deaths in London every year.",0,0,Hlordbitcoin,en,befor coronaviru there alreadi invis threat london health pollut contribut mani earli death london everi year,109,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.343, 'neu': 0.657, 'pos': 0.0, 'compound': -0.8074}",-0.8074,Negative
26,2022-05-31 13:05:47+00:00,""".. There is no reason that health of passive smokers should also be injuriously affected. In any case, there is no reason to compel non-smokers to be helpless victims of air pollution.""

- Supreme Court in  Murli S Deora vs UoI AIR 2002 SC 40 https://t.co/flG17xC8Da",0,0,CiteCase,en,there reason that health passiv smoker should also injuri affect case there reason compel smoker helpless victim pollut suprem court murli deora http,149,"Sentiment(polarity=-0.07500000000000001, subjectivity=0.05)","{'neg': 0.195, 'neu': 0.805, 'pos': 0.0, 'compound': -0.6249}",-0.6249,Negative
