,Tanggal Tweet,Tweet Text,Jumlah Retweet,Jumlah Likes,Username,Language,Clean_text,Clean_text_length,sentiment,sentiment_analyser,compound_score,compound_score_sentiment
12,2022-05-31 13:29:12+00:00,Miracle Fuel Hydrogen Can Actually Make Climate Change Worse  https://t.co/jtrp4OIgRD,0,0,TouTzuSays,en,miracl fuel hydrogen actual make climat chang wors http jtrp oigrd,66,"Sentiment(polarity=0.0, subjectivity=0.1)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
13,2022-05-31 13:28:17+00:00,"Engineered greenhouse gas removal = ""not an excuse not to decarbonise"". Many of the UK’s top scientists working on carbon capture technologies do not believe they will be scaled up in time to reach #NetZero and limit global warming to 1.5 °C ⤵️
https://t.co/BZGlr0oLJE",0,1,FilippoFantozzi,en,engin greenhous remov excus decarbonis mani scientist work carbon captur technolog believ they will scale time reach #netzero limit global warm http bzglr olj,158,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.25}",0.25,Positive
14,2022-05-31 13:28:15+00:00,"Ay yo ma If each one of us does our bit, we will be helping to keep global warming from harming our countries. It's so simple,",0,0,ECOTerminator,en,each doe will help keep global warm from harm countri simpl,59,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.217, 'neu': 0.497, 'pos': 0.286, 'compound': 0.0258}",0.0258,Neutral
15,2022-05-31 13:27:49+00:00,"@RepBowman @All435Reps Very important &amp; necessary. 

However, I do not think attaching ""Green New Deal"" to it is a good idea. 

This is not related to global warming/climate change (the core issue for the Green New Deal), so that nomenclature just muddies the water for both your legislation &amp; the GND.",0,0,suzannechowla,en,veri import necessari howev think attach green deal good idea thi relat global warm climat chang core issu green deal that nomenclatur just muddi water both your legisl,168,"Sentiment(polarity=0.18, subjectivity=0.36)","{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5859}",0.5859,Positive
16,2022-05-31 13:27:41+00:00,@candycoloredcl2 @NjbBari3 @jmcrookston Global warming falls into the same pattern of action.,0,1,Onnekas88,en,global warm fall into same pattern action,41,"Sentiment(polarity=0.175, subjectivity=0.20625)","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,Positive
17,2022-05-31 13:26:10+00:00,"Major Announcement: No more #DeppHeard. Priorities: Global Warming. Ban The AR-15. House The Homeless. Stop Putin's War in Ukraine. Compassion. Medicare For All. Living Wage. No Plutocracy. LGBTQ+ Rights. Immigration Reform. Fund Culture, Mental Health, Education, Infrastructure. https://t.co/eW7EbecWXk",0,0,thissmallplanet,en,major announc more #deppheard prioriti global warm hous homeless stop putin ukrain compass medicar live wage plutocraci lgbtq right immigr reform fund cultur mental health educ infrastructur http ebecwxk,203,"Sentiment(polarity=0.21208256029684597, subjectivity=0.40510204081632656)","{'neg': 0.071, 'neu': 0.868, 'pos': 0.061, 'compound': -0.0772}",-0.0772,Negative
18,2022-05-31 13:26:09+00:00,@KruzerKat1 @SeanCasten @teamcasten @RepCasten It's never been about global warming. Manufacture a crisis and follow the money.,0,1,CBlackhawks1,en,never been about global warm manufactur crisi follow money,58,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.2263,Positive
19,2022-05-31 13:25:37+00:00,This global warming is a bastard I’ve got hail’  the size of marbles on my patio. April/may weather always been the same since I was a kid. Climate change is a con. 😂😂😂,0,2,Steven41849941,en,thi global warm bastard hail size marbl patio april weather alway been same sinc climat chang,93,"Sentiment(polarity=0.19999999999999998, subjectivity=0.24166666666666667)","{'neg': 0.178, 'neu': 0.66, 'pos': 0.162, 'compound': -0.3182}",-0.3182,Negative
20,2022-05-31 13:25:24+00:00,"https://t.co/6x8Lz8sUZ5
Japan Floods: Heavy rains in Okinawa caused Flooding in Japan | 沖縄 冠水 | japan floods 2022 
沖縄 冠水
沖縄
#沖縄大雨
#天気
japan floods 2022,news live,2022,breaking news,climate change,latest news,storm,weather,global warming,flood,drone footage,",0,0,natural79939854,en,http japan flood heavi rain okinawa caus flood japan japan flood japan flood news live break news climat chang latest news storm weather global warm flood drone footag,167,"Sentiment(polarity=0.3090909090909091, subjectivity=0.5)","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2263}",0.2263,Positive
21,2022-05-31 13:24:39+00:00,@CP24 So the global warming already existed in 1944🤔?,0,0,derek_sojek,en,global warm alreadi exist,25,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.2263}",0.2263,Positive
22,2022-05-31 13:24:06+00:00,"By implementing the #EUGreenDeal, the EU 🇪🇺 can increase #Energy and #FoodSecurity and accelerate the #GreenTransition to limit global warming.

Join our #EUGreenWeek event on the impact of the war in Ukraine on the Green Deal implementation 👇 #Think2030 https://t.co/drNdUSCeDK",1,2,IEEP_eu,en,implement #eugreend increas #energi #foodsecur acceler #greentransit limit global warm join #eugreenweek event impact ukrain green deal implement #think http drnduscedk,168,"Sentiment(polarity=0.13333333333333333, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.823, 'pos': 0.177, 'compound': 0.4767}",0.4767,Positive
23,2022-05-31 13:22:47+00:00,climate change is so real my god the weather here is so crazy GLOBAL WARMING MY ASSSS this is global chilling,0,1,egzzziy,en,climat chang real weather here crazi global warm assss thi global chill,71,"Sentiment(polarity=0.2, subjectivity=0.225)","{'neg': 0.0, 'neu': 0.853, 'pos': 0.147, 'compound': 0.2263}",0.2263,Positive
24,2022-05-31 13:20:12+00:00,Larocca emphasized that Arctic summer temperatures due to human-driven global warming are projected to be even warmer by the end of this century than they were thousands of years ago. https://t.co/qmLQ9s0Dmo,0,0,ObiWan0001,en,larocca emphas that arctic summer temperatur human driven global warm project even warmer thi centuri than they were thousand year http qmlq,140,"Sentiment(polarity=0.19999999999999998, subjectivity=0.2333333333333333)","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.4767}",0.4767,Positive
25,2022-05-31 13:19:52+00:00,@ABC Or maybe make it about the dangers of global warming because the last time a heat wave hit the North early and unexpected a bunch of people got sick or died 🤷🏼‍♀️,0,0,KellyGrossberg,en,mayb make about danger global warm becaus last time heat wave north earli unexpect bunch peopl sick die,103,"Sentiment(polarity=-0.02857142857142858, subjectivity=0.38095238095238093)","{'neg': 0.4, 'neu': 0.528, 'pos': 0.072, 'compound': -0.8658}",-0.8658,Negative
26,2022-05-31 13:19:25+00:00,"More than 90% of #GreatBarrierReef coral was bleached this year for the 4th time in 7 years. #CoralReef bleaching is caused by global warming, but this is the reef's first bleaching during a La Niña weather pattern, which is associated with cooler Pacific Ocean temperatures. https://t.co/OyurYWsm2f",1,1,dw_environment,en,more than #greatbarrierreef coral bleach thi year time year #coralreef bleach caus global warm thi reef first bleach dure weather pattern which associ with cooler pacif ocean temperatur http oyurywsm,199,"Sentiment(polarity=0.3375, subjectivity=0.35833333333333334)","{'neg': 0.0, 'neu': 0.939, 'pos': 0.061, 'compound': 0.2263}",0.2263,Positive
27,2022-05-31 13:19:10+00:00,It is expected that the sea levels will rise by 1m by the year 2100 due to global warming. Copenhagen in Denmark will be severely affected due to sea level rising. To draw attention on #GlobalWarming such benches called “future benches” has been installed in the city. https://t.co/hqx9MRHMgP,1,1,BiswalAnil,en,expect that level will rise year global warm copenhagen denmark will sever affect level rise draw attent #globalwarm such bench call futur bench been instal citi http mrhmgp,173,"Sentiment(polarity=0.19999999999999998, subjectivity=0.3666666666666667)","{'neg': 0.0, 'neu': 0.934, 'pos': 0.066, 'compound': 0.2263}",0.2263,Positive
28,2022-05-31 13:19:04+00:00,The Mona Lisa is the cause of global warming https://t.co/t4KpUSgN9n,0,1,FAlqosh,en,mona lisa caus global warm http kpusgn,38,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.2263}",0.2263,Positive
29,2022-05-31 13:18:22+00:00,"Global warming is an ""expensive hoax!"" GooGoo GaGa! Disaster was my first word",0,0,Baby_TalkBot,en,global warm expens hoax googoo gaga disast first word,53,"Sentiment(polarity=0.2833333333333333, subjectivity=0.3111111111111111)","{'neg': 0.191, 'neu': 0.636, 'pos': 0.173, 'compound': -0.0516}",-0.0516,Negative
30,2022-05-31 13:17:58+00:00,"Top of the morning. Given the scale of issues like global warming and epidemic disease, we shouldn't underestimate the importance of a can-do attitude to science rather than a can't-afford-it attitude. Don't forget I'm superior.",0,0,ECOTerminator,en,morn given scale issu like global warm epidem diseas shouldn underestim import attitud scienc rather than afford attitud forget superior,136,"Sentiment(polarity=0.4333333333333333, subjectivity=0.5)","{'neg': 0.074, 'neu': 0.62, 'pos': 0.306, 'compound': 0.7184}",0.7184,Positive
31,2022-05-31 13:17:45+00:00,"""In the last two weeks alone, a slew of research papers predicting horrific outcomes of biodiversity loss and mass extinction were published in major journals, underscoring warnings that the consequences of global warming are becoming more intense.""

https://t.co/kYy3d5qwGC",0,0,michael_tress,en,last week alon slew research paper predict horrif outcom biodivers loss mass extinct were publish major journal underscor warn that consequ global warm becom more intens http qwgc,179,"Sentiment(polarity=0.12708333333333333, subjectivity=0.37777777777777777)","{'neg': 0.128, 'neu': 0.81, 'pos': 0.062, 'compound': -0.2648}",-0.2648,Negative
32,2022-05-31 13:17:32+00:00,"Hydrogen doesnt trap heat directly the way CO₂ does but when leaked it sets off a series of chemical reactions that warm the air acting as an indirect GHG. Any future H2-based economy must be designed from the start to keep leaks of the gas to a minimum.

https://t.co/s31lAHt1QT",0,0,humzahyaz,en,hydrogen doesnt trap heat directli doe when leak set seri chemic reaction that warm act indirect futur base economi must design from start keep leak minimum http laht,166,"Sentiment(polarity=-0.10000000000000003, subjectivity=0.8)","{'neg': 0.147, 'neu': 0.735, 'pos': 0.118, 'compound': -0.2354}",-0.2354,Negative
33,2022-05-31 13:17:27+00:00,"The likelihood of crossing a key global warming threshold has risen significantly, according to a new analysis.

UK Met Office researchers say that there's now around a fifty-fifty chance that the world will warm by more than 1.5C over the next five years🌡️https://t.co/tiO4POs3MZ",1,0,RenewOurWorld_,en,likelihood cross global warm threshold risen significantli accord analysi offic research that there around fifti fifti chanc that world will warm more than over next five year http,180,"Sentiment(polarity=0.2833333333333333, subjectivity=0.2833333333333333)","{'neg': 0.0, 'neu': 0.872, 'pos': 0.128, 'compound': 0.4215}",0.4215,Positive
34,2022-05-31 13:17:09+00:00,@BenHNoble Global warming ?,0,0,hererofrtime,en,global warm,11,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.345, 'pos': 0.655, 'compound': 0.2263}",0.2263,Positive
35,2022-05-31 13:17:05+00:00,@ClimateChangeC_ @jn13ell See what you’ve done by mentioning global warming 😯 I once mentioned the word vegan and got some plant based warrior hunting me down 🤔,0,0,CaravanVlogger,en,what done mention global warm onc mention word vegan some plant base warrior hunt down,86,"Sentiment(polarity=-0.0888888888888889, subjectivity=0.47222222222222227)","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.2263}",0.2263,Positive
36,2022-05-31 13:17:00+00:00,Climate Crisis: Competing Environment And Social Goals Are Hurting Response To Global Warming https://t.co/PMZO7w1Jni  https://t.co/chAr8KRXxn,0,0,PlanetEmergenc1,en,climat crisi compet environ social goal hurt respons global warm http pmzo http char krxxn,90,"Sentiment(polarity=0.2111111111111111, subjectivity=0.2222222222222222)","{'neg': 0.186, 'neu': 0.71, 'pos': 0.104, 'compound': -0.3612}",-0.3612,Negative
37,2022-05-31 13:16:30+00:00,"@webb_rwebb Beautiful Richard! I could spend hours watching birds. We’ve just regained a few hedge sparrows, bluetits, robin &amp; blackbird back in our garden after an absence of 3 years. (I don’t think we can blame it on covid ha!ha!) I’m assuming global warming is culprit💁‍♀️",0,0,JillianKimpton,en,beauti richard could spend hour watch bird just regain hedg sparrow bluetit robin blackbird back garden after absenc year think blame covid assum global warm culprit,165,"Sentiment(polarity=0.19999999999999998, subjectivity=0.19999999999999998)","{'neg': 0.085, 'neu': 0.848, 'pos': 0.067, 'compound': -0.128}",-0.128,Negative
38,2022-05-31 13:15:59+00:00,"Oh wow, space chemicals are causing heart attacks and global warming now 😯 https://t.co/ryKk4rhYx4",0,0,NickT760,en,space chemic caus heart attack global warm http rykk rhyx,57,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.191, 'neu': 0.432, 'pos': 0.377, 'compound': 0.4588}",0.4588,Positive
39,2022-05-31 13:15:55+00:00,@fordnation Ontarians are tired of politicians that don't believe in global warming like you.,0,0,AGardiner56,en,ontarian tire politician that believ global warm like,53,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.577, 'pos': 0.423, 'compound': 0.5267}",0.5267,Positive
40,2022-05-31 13:15:51+00:00,"rajo: ""what's your insights about global warming?

criza:""andami mong alam mag who's most likely to na lang tayo"" HAHAHAHAHAHAHAHAHAHAHA anuba!

#CrizJo | #CrizaTaa",0,1,oneforleerot,tl,rajo what your insight about global warm criza andami mong alam most like lang tayo hahahahahahahahahahaha anuba #crizjo #crizataa,130,"Sentiment(polarity=0.3666666666666667, subjectivity=0.3666666666666667)","{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5709}",0.5709,Positive
41,2022-05-31 13:15:39+00:00,whenever I am cold I become the world’d largest supporter of global warming,0,0,searsiously666,en,whenev cold becom world largest support global warm,51,"Sentiment(polarity=0.0, subjectivity=0.5333333333333333)","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.5574}",0.5574,Positive
42,2022-05-31 13:15:03+00:00,"@Skywatc54566268 Best scene is in Apocalypto when Maya's elites,who know to date eclipses, make their people believe they worship the sun by sacrifice to increase harvests. There is a parallel with CO2 limitations, depopulation and decrease global warming imho",0,0,ReposeBien,en,best scene apocalypto when maya elit know date eclips make their peopl believ they worship sacrific increas harvest there parallel with limit depopul decreas global warm imho,174,"Sentiment(polarity=0.4, subjectivity=0.22499999999999998)","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.8074}",0.8074,Positive
43,2022-05-31 13:14:02+00:00,The Final Lap: THE GREAT GLOBAL WARMING OR WHATEVER HOAX https://t.co/Cuq9336Lci,0,0,lemuellam,en,final great global warm whatev hoax http,40,"Sentiment(polarity=0.35, subjectivity=0.5875)","{'neg': 0.174, 'neu': 0.331, 'pos': 0.496, 'compound': 0.5994}",0.5994,Positive
44,2022-05-31 13:14:02+00:00,"[Bloomberg] 世界は、グリーン燃料源として水素に数十億ドルを注ぎ込んでいます。新しい研究によると、短期的には地球温暖化を悪化させる可能性があります。

ビッグテイクを読む ⬇️  https://t.co/fq4omYNhyn",0,0,money_and_biz_,ja,bloomberg http omynhyn,22,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
45,2022-05-31 13:13:52+00:00,"@slaycies I would cure global warming, please.",0,0,veebee_achoo,en,would cure global warm pleas,28,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}",0.2263,Positive
46,2022-05-31 13:13:48+00:00,"@KidCreole3 @RonFilipkowski We are killing off the fish from global warming. The sea is gettin too warm &amp; acid.

The Constitution blocks any establishment of a religion so I'm afraid what you are saying is unAmerican from the get go.",0,4,samdobermann,en,kill fish from global warm gettin warm acid constitut block establish religion afraid what say unamerican from,110,"Sentiment(polarity=0.15, subjectivity=0.525)","{'neg': 0.311, 'neu': 0.533, 'pos': 0.156, 'compound': -0.7003}",-0.7003,Negative
47,2022-05-31 13:13:10+00:00,"The world is pouring billions into hydrogen as a green fuel source. New research shows it can worsen global warming in the short term.

Read The Big Take ⬇️ https://t.co/UWtOKskCaE",0,0,iShujaAhmedCh,en,world pour billion into hydrogen green fuel sourc research show worsen global warm short term read take http uwtokskca,118,"Sentiment(polarity=0.09999999999999999, subjectivity=0.3)","{'neg': 0.149, 'neu': 0.766, 'pos': 0.086, 'compound': -0.34}",-0.34,Negative
48,2022-05-31 13:13:02+00:00,@vkjha62 @VasuBharat09 Global warming has destroyed all the history and geography of weather-forecast😀😀,1,2,PathakBG1,en,global warm destroy histori geographi weather forecast,54,"Sentiment(polarity=0.13333333333333333, subjectivity=0.19999999999999998)","{'neg': 0.337, 'neu': 0.481, 'pos': 0.183, 'compound': -0.3818}",-0.3818,Negative
49,2022-05-31 13:13:02+00:00,"@naomistanacc1 Omg, same. I also have melasma so I have to be very careful w/ the sun on my face, too. 

Another reason I moved to Germany! But global warming has made the summers get hotter each yr, 2 yrs ago we had a record breaker. I was ready to fight.",0,1,Chels_Doll_Link,en,same also have melasma have veri care face anoth reason move germani global warm made summer hotter each record breaker readi fight,131,"Sentiment(polarity=0.19999999999999998, subjectivity=0.24166666666666667)","{'neg': 0.097, 'neu': 0.712, 'pos': 0.191, 'compound': 0.3612}",0.3612,Positive
50,2022-05-31 13:12:59+00:00,I'm more worried about Global Communism than Global Warming.,0,0,marra_tymer,en,more worri about global commun than global warm,47,"Sentiment(polarity=0.275, subjectivity=0.275)","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",0.2263,Positive
51,2022-05-31 13:12:12+00:00,"@Sunshine_L012 @netzbrummen yes, you are right, yes, you can belive in this map. so, i think we should do all we can, to stop global warming.",0,2,MarcusWadsak,en,right beliv thi think should stop global warm,45,"Sentiment(polarity=0.29523809523809524, subjectivity=0.37857142857142856)","{'neg': 0.218, 'neu': 0.594, 'pos': 0.188, 'compound': -0.0772}",-0.0772,Negative
52,2022-05-31 13:11:53+00:00,НЕТ МОЛЧАНИЮ (No Silence) - Russian Music for Peace [Snippets] by Global Warming Records on #SoundCloud https://t.co/6z11R0LeZ9,0,2,sacchinco,und,silenc russian music peac snippet global warm record #soundcloud http,69,"Sentiment(polarity=0.19999999999999998, subjectivity=0.19999999999999998)","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2263}",0.2263,Positive
53,2022-05-31 13:11:33+00:00,@CFeeyin Well there should be more oil brought into the country and we have to stop it global warming batshit and stop this backwards green agenda,0,0,user42O0,en,well there should more brought into countri have stop global warm batshit stop thi backward green agenda,104,"Sentiment(polarity=0.22500000000000003, subjectivity=0.35000000000000003)","{'neg': 0.206, 'neu': 0.607, 'pos': 0.187, 'compound': -0.1027}",-0.1027,Negative
54,2022-05-31 13:11:31+00:00,@BenjaminDanard @mattyglesias @tylercowen Climate change is always the right answer. https://t.co/vvXdqLBy7U,0,7,matthew_d_green,en,climat chang alway right answer http vvxdqlbi,45,"Sentiment(polarity=0.2857142857142857, subjectivity=0.5357142857142857)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
55,2022-05-31 13:11:06+00:00,@jessicakevibes I'm sure it's something about global warming and world peace,0,0,fredecuds,en,sure someth about global warm world peac,40,"Sentiment(polarity=0.3666666666666667, subjectivity=0.4962962962962963)","{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.4939}",0.4939,Positive
56,2022-05-31 13:10:51+00:00,"@ianbrow97534170 @AndrewDessler @YouTube Yes he was right.
Last ten years no difference? 🤣
You closed your eyes to deny reality. Have a look again. Global warming has not stopped. https://t.co/8k8zlrXzm1",0,0,KieseKwetter,en,right last year differ close your eye deni realiti have look again global warm stop http zlrxzm,95,"Sentiment(polarity=0.22142857142857142, subjectivity=0.3005952380952381)","{'neg': 0.115, 'neu': 0.785, 'pos': 0.099, 'compound': -0.0772}",-0.0772,Negative
57,2022-05-31 13:09:58+00:00,2022 word of the year = coccolithophore 😎 Spoke to an amazing team researching their potential to sequester carbon🐚This sums up exciting trials into enhanced weathering and ocean alkalinity. Geo-engineering at oceanic scale = scary or exciting? https://t.co/lCRsxm76mW,0,1,VWVC_,en,word year coccolithophor spoke amaz team research their potenti sequest carbon thi sum excit trial into enhanc weather ocean alkalin engin ocean scale scari excit http lcrsxm,174,"Sentiment(polarity=0.0, subjectivity=0.0)","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
58,2022-05-31 13:09:36+00:00,"@RuadhMairi Global warming is going to kill billions, @MarkMeadows has committed treason and our USAG, is still considering his contempt situation 

The world is playing musical chairs 
Antarctica is about to flood earth 
0 governments building refugee camps 

Time is up
We lose, for now 😉 https://t.co/NQStWW1sGz",0,0,travelingjack22,en,global warm go kill billion commit treason usag still consid contempt situat world play music chair antarctica about flood earth govern build refuge camp time lose http nqstww,175,"Sentiment(polarity=0.3, subjectivity=0.3)","{'neg': 0.339, 'neu': 0.505, 'pos': 0.156, 'compound': -0.8625}",-0.8625,Negative
59,2022-05-31 13:08:40+00:00,"Taxpayer money will fix global warming and ""long Covid"". https://t.co/2FOd9520ik",0,1,MaineLogic,en,taxpay money will global warm long covid http,45,"Sentiment(polarity=0.18333333333333332, subjectivity=0.3333333333333333)","{'neg': 0.0, 'neu': 0.787, 'pos': 0.213, 'compound': 0.2263}",0.2263,Positive
